,MSA_code,name,pop,birth_death_rate,65plus,education,poverty
316,42200,"Santa Maria-Santa Barbara, CA  ",446499.0,0.009717826915625791,0.1283286466491781,0.33799999999999997,0.126
317,42220,"Santa Rosa-Petaluma, CA  ",494336.0,0.008989836872087001,0.13921662233740253,0.349,0.099
318,42340,"Savannah, GA  ",393353.0,0.010411767547215858,0.11605468165655962,0.28633333333333333,0.10433333333333333
319,42540,"Scranton--Wilkes-Barre, PA  ",553885.0,0.01114039918033527,0.17745266414965793,0.23499999999999996,0.13433333333333333
320,42660,"Seattle-Tacoma-Bellevue, WA  ",811853.0,0.01003691554998257,0.10814783374663135,0.36566666666666664,0.08466666666666667
321,42680,"Sebastian-Vero Beach, FL  ",159923.0,0.010817706021022618,0.2717110172499982,0.28300000000000003,0.107
322,42700,"Sebring-Avon Park, FL  ",106221.0,0.011678481656169684,0.3221274054278397,0.17,0.20800000000000002
323,43100,"Sheboygan, WI  ",20343.0,0.009782234675318292,0.14562627696782907,0.239,0.075
324,43300,"Sherman-Denison, TX  ",136212.0,0.011467418435967464,0.15532189480302452,0.205,0.12300000000000001
325,43340,"Shreveport-Bossier City, LA  ",394706.0,0.011489564384630585,0.1317519850478544,0.211,0.18366666666666664
326,43420,"Sierra Vista-Douglas, AZ  ",125922.0,0.010562093994695128,0.17273329425110584,0.23,0.151
327,43580,"Sioux City, IA-NE-SD  ",144701.0,0.01108492684915792,0.129602028165875,0.21599999999999997,0.1045
328,43620,"Sioux Falls, SD  ",268232.0,0.010725789614960183,0.11181887480176289,0.29474999999999996,0.0825
329,43780,"South Bend-Mishawaka, IN-MI  ",323613.0,0.01068251275443199,0.13758320933510845,0.2415,0.1235
330,43900,"Spartanburg, SC  ",319785.0,0.011062119861782134,0.13445629387846983,0.23800000000000002,0.136
331,44060,"Spokane-Spokane Valley, WA  ",336259.0,0.009567030176143985,0.13304439216478584,0.2445,0.1325
332,44100,"Springfield, IL  ",206868.0,0.010999767967979582,0.13960061093109896,0.28650000000000003,0.1105
333,44140,"Springfield, MA  ",697382.0,0.009334195605851598,0.13947034604577865,0.36966666666666675,0.12799999999999997
334,44180,"Springfield, MO  ",470300.0,0.010512438868807145,0.13896311765392833,0.21600000000000003,0.14200000000000002
335,44220,"Springfield, OH  ",134083.0,0.011988842731740787,0.16208596585076698,0.18600000000000003,0.149
336,44300,"State College, PA  ",162385.0,0.006934138005357637,0.11277282438584073,0.447,0.18100000000000002
337,44420,"Staunton, VA  ",0.0,,0.0,,0.0
338,44700,"Stockton, CA  ",762148.0,0.01037396936028173,0.10386731785900334,0.184,0.14300000000000002
339,44940,"Sumter, SC  ",140466.0,0.011134367035439182,0.1389333558008257,0.16999999999999998,0.2255
340,45060,"Syracuse, NY  ",648593.0,0.009835906338797981,0.137669829061635,0.27033333333333337,0.13533333333333333
341,45220,"Tallahassee, FL  ",387227.0,0.008837193687423656,0.10362697120958918,0.257,0.18525
342,45300,"Tampa-St. Petersburg-Clearwater, FL  ",3194831.0,0.010329028358620533,0.17249799155230372,0.2615,0.13274999999999998
343,45460,"Terre Haute, IN  ",186367.0,0.011050776156723025,0.1432982899902511,0.1554,0.1552
344,45500,"Texarkana, TX-AR  ",148761.0,0.011649558688097014,0.1430170443501632,0.15966666666666665,0.19000000000000003
345,45540,"The Villages, FL  ",132420.0,0.009420782359160247,0.43384249793943547,0.311,0.09300000000000001
346,45780,"Toledo, OH  ",641816.0,0.010947062709561618,0.13365365426830203,0.2475,0.12
347,45820,"Topeka, KS  ",231969.0,0.010626419909556881,0.14760701412317045,0.2318,0.1052
348,45940,"Trenton-Princeton, NJ  ",367430.0,0.009536510355714014,0.12645355975487976,0.42,0.109
349,46060,"Tucson, AZ  ",1047279.0,0.010068950107850916,0.15433903519868117,0.319,0.162
350,46140,"Tulsa, OK  ",998626.0,0.011176356313574852,0.1284444771562883,0.20414285714285715,0.1417142857142857
351,46220,"Tuscaloosa, AL  ",252047.0,0.010519863358817997,0.0,0.16999999999999998,0.239
